Entry,Entry.Name,Protein.names,Gene.Names,Organism,Length,Transmembrane,Intramembrane,Gene.Ontology..cellular.component.,Gene.Ontology..biological.process.,Gene.Ontology..molecular.function.,Gene.Ontology..GO.,Gene.Ontology.IDs,Subcellular.location..CC.,Prediction,OTHER,SP.Sec.SPI.,CS.Position,N_term_md,cterm_distance,penultimate_distance,membrane_domain_count,in_biogrid,in_massspec,Reduced.CC.Terms
A6NFX1,MFS2B_HUMAN,Sphingosine-1-phosphate transporter MFSD2B (Major facilitator superfamily domain-containing protein 2B) (hMfsd2b),MFSD2B,Homo sapiens (Human),504,"TRANSMEM 113..133; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 150..170; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 185..205; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 233..253; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 287..307; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 320..340; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 350..370; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 373..393; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 412..432; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 459..479; /note=""Helical""; /evidence=""ECO:0000255""",,plasma membrane [GO:0005886],carbohydrate transport [GO:0008643]; lipid transport [GO:0006869]; positive regulation of platelet aggregation [GO:1901731]; sphingolipid biosynthetic process [GO:0030148]; sphingosine-1-phosphate receptor signaling pathway [GO:0003376]; transmembrane transport [GO:0055085],sphingolipid transporter activity [GO:0046624]; symporter activity [GO:0015293],plasma membrane [GO:0005886]; sphingolipid transporter activity [GO:0046624]; symporter activity [GO:0015293]; carbohydrate transport [GO:0008643]; lipid transport [GO:0006869]; positive regulation of platelet aggregation [GO:1901731]; sphingolipid biosynthetic process [GO:0030148]; sphingosine-1-phosphate receptor signaling pathway [GO:0003376]; transmembrane transport [GO:0055085],GO:0003376; GO:0005886; GO:0006869; GO:0008643; GO:0015293; GO:0030148; GO:0046624; GO:0055085; GO:1901731,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:29045386, ECO:0000269|PubMed:29563527}; Multi-pass membrane protein {ECO:0000255}. Note=Localizes to the cell membrane and intracellular membranes. {ECO:0000269|PubMed:29045386}.",OTHER,0.99943,0.000553,,False,25,27.0,10,False,False,cell periphery
A6NI61,MYMK_HUMAN,Protein myomaker (Myoblast fusion maker) (Transmembrane protein 226) (Transmembrane protein 8C),MYMK TMEM226 TMEM8C,Homo sapiens (Human),221,"TRANSMEM 4..24; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 35..55; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 65..85; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 93..110; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 114..134; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 154..174; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 176..196; /note=""Helical""; /evidence=""ECO:0000255""",,Golgi membrane [GO:0000139]; plasma membrane [GO:0005886],muscle organ development [GO:0007517]; myoblast fusion [GO:0007520]; myoblast fusion involved in skeletal muscle regeneration [GO:0014905]; plasma membrane fusion [GO:0045026]; positive regulation of skeletal muscle hypertrophy [GO:1904206],,Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]; muscle organ development [GO:0007517]; myoblast fusion [GO:0007520]; myoblast fusion involved in skeletal muscle regeneration [GO:0014905]; plasma membrane fusion [GO:0045026]; positive regulation of skeletal muscle hypertrophy [GO:1904206],GO:0000139; GO:0005886; GO:0007517; GO:0007520; GO:0014905; GO:0045026; GO:1904206,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q9D1N4}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q9D1N4}. Golgi apparatus membrane {ECO:0000250|UniProtKB:Q9D1N4}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q9D1N4}. Note=Localizes on the plasma membrane of myoblasts, where it mediates myoblasts fusion. Also localizes in the Golgi apparatus and post-Golgi following palmitoylation; the role of Golgi localization is unclear. {ECO:0000250|UniProtKB:Q9D1N4}.",OTHER,1.0,0.0,,True,25,2.0,7,False,False,Golgi apparatus; cell periphery
A6NI73,LIRA5_HUMAN,Leukocyte immunoglobulin-like receptor subfamily A member 5 (CD85 antigen-like family member F) (Immunoglobulin-like transcript 11) (ILT-11) (Leukocyte immunoglobulin-like receptor 9) (LIR-9) (CD antigen CD85f),LILRA5 ILT11 LILRB7 LIR9,Homo sapiens (Human),299,"TRANSMEM 269..289; /note=""Helical""; /evidence=""ECO:0000255""",,cell surface [GO:0009986]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; plasma membrane [GO:0005886],cytokine-mediated signaling pathway [GO:0019221]; immune response-regulating signaling pathway [GO:0002764]; innate immune response [GO:0045087]; negative regulation of interleukin-12 production [GO:0032695]; negative regulation of interleukin-13 production [GO:0032696]; positive regulation of calcium ion transport [GO:0051928]; positive regulation of cell activation [GO:0050867]; positive regulation of inflammatory response [GO:0050729]; positive regulation of interleukin-1 beta production [GO:0032731]; positive regulation of interleukin-10 production [GO:0032733]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of protein tyrosine kinase activity [GO:0061098]; positive regulation of tumor necrosis factor production [GO:0032760],inhibitory MHC class I receptor activity [GO:0032396],cell surface [GO:0009986]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]; inhibitory MHC class I receptor activity [GO:0032396]; cytokine-mediated signaling pathway [GO:0019221]; immune response-regulating signaling pathway [GO:0002764]; innate immune response [GO:0045087]; negative regulation of interleukin-12 production [GO:0032695]; negative regulation of interleukin-13 production [GO:0032696]; positive regulation of calcium ion transport [GO:0051928]; positive regulation of cell activation [GO:0050867]; positive regulation of inflammatory response [GO:0050729]; positive regulation of interleukin-1 beta production [GO:0032731]; positive regulation of interleukin-10 production [GO:0032733]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of protein tyrosine kinase activity [GO:0061098]; positive regulation of tumor necrosis factor production [GO:0032760],GO:0002764; GO:0005576; GO:0005615; GO:0005886; GO:0009986; GO:0019221; GO:0032396; GO:0032695; GO:0032696; GO:0032731; GO:0032733; GO:0032755; GO:0032760; GO:0043410; GO:0045087; GO:0050729; GO:0050867; GO:0051928; GO:0061098,SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12393390}; Single-pass type I membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted {ECO:0000269|PubMed:12393390}.,SP,0.001265,0.998696,CS pos: 41-42. Pr: 0.9222,False,10,,1,False,False,cell surface; extracellular region; cell periphery
A6NNB3,IFM5_HUMAN,Interferon-induced transmembrane protein 5 (Bone-restricted interferon-induced transmembrane protein-like protein) (BRIL) (Dispanin subfamily A member 1) (DSPA1),IFITM5,Homo sapiens (Human),132,"TRANSMEM 37..57; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 87..107; /note=""Helical""; /evidence=""ECO:0000255""",,cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886],bone mineralization [GO:0030282]; bone morphogenesis [GO:0060349]; in utero embryonic development [GO:0001701]; regulation of bone mineralization [GO:0030500]; response to rapamycin [GO:1901355]; response to tacrolimus [GO:1901327],,cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]; bone mineralization [GO:0030282]; bone morphogenesis [GO:0060349]; in utero embryonic development [GO:0001701]; regulation of bone mineralization [GO:0030500]; response to rapamycin [GO:1901355]; response to tacrolimus [GO:1901327],GO:0001701; GO:0005829; GO:0005886; GO:0030282; GO:0030500; GO:0043231; GO:0060349; GO:1901327; GO:1901355,SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:24519609}; Multi-pass membrane protein {ECO:0000255}.,OTHER,1.0,2.1e-05,,True,25,30.0,2,False,False,cytosol; intracellular organelle; cell periphery
A6NNN8,S38A8_HUMAN,Solute carrier family 38 member 8 (Amino acid transporter SLC38A8),SLC38A8,Homo sapiens (Human),435,"TRANSMEM 29..49; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 55..75; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 100..120; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 151..171; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 178..198; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 218..240; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 250..270; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 295..315; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 348..368; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 374..394; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 410..430; /note=""Helical""; /evidence=""ECO:0000255""",,axon [GO:0030424]; cell cortex [GO:0005938]; membrane [GO:0016020],amino acid transmembrane transport [GO:0003333]; aspartate metabolic process [GO:0006531]; neuron projection development [GO:0031175]; optic nerve development [GO:0021554]; response to virus [GO:0009615]; retinal pigment epithelium development [GO:0003406]; viral genome replication [GO:0019079]; visual perception [GO:0007601],L-amino acid transmembrane transporter activity [GO:0015179],axon [GO:0030424]; cell cortex [GO:0005938]; membrane [GO:0016020]; L-amino acid transmembrane transporter activity [GO:0015179]; amino acid transmembrane transport [GO:0003333]; aspartate metabolic process [GO:0006531]; neuron projection development [GO:0031175]; optic nerve development [GO:0021554]; response to virus [GO:0009615]; retinal pigment epithelium development [GO:0003406]; viral genome replication [GO:0019079]; visual perception [GO:0007601],GO:0003333; GO:0003406; GO:0005938; GO:0006531; GO:0007601; GO:0009615; GO:0015179; GO:0016020; GO:0019079; GO:0021554; GO:0030424; GO:0031175,"SUBCELLULAR LOCATION: Membrane {ECO:0000250|UniProtKB:Q5HZH7}; Multi-pass membrane protein {ECO:0000255}. Cytoplasm, cell cortex {ECO:0000250|UniProtKB:Q5HZH7}. Cell projection, axon {ECO:0000250|UniProtKB:Q5HZH7}.",OTHER,1.0,2e-06,,True,5,16.0,11,False,False,cell projection; cell cortex; membrane
A8K4G0,CLM7_HUMAN,CMRF35-like molecule 7 (CLM-7) (CD300 antigen-like family member B) (CMRF35-A2) (Immune receptor expressed on myeloid cells 3) (IREM-3) (Leukocyte mono-Ig-like receptor 5) (Triggering receptor expressed on myeloid cells 5) (TREM-5) (CD antigen CD300b),CD300LB CD300B CLM7 CMRF35A2 IREM3 LMIR5 TREM5 UNQ2530/PRO6029,Homo sapiens (Human),201,"TRANSMEM 152..172; /note=""Helical""; /evidence=""ECO:0000255""",,plasma membrane [GO:0005886],immune response-activating signaling pathway [GO:0002757],identical protein binding [GO:0042802]; transmembrane signaling receptor activity [GO:0004888],plasma membrane [GO:0005886]; identical protein binding [GO:0042802]; transmembrane signaling receptor activity [GO:0004888]; immune response-activating signaling pathway [GO:0002757],GO:0002757; GO:0004888; GO:0005886; GO:0042802,SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.,SP,0.000754,0.999243,CS pos: 17-18. Pr: 0.6962,False,29,,1,False,False,cell periphery
A8MPY1,GBRR3_HUMAN,Gamma-aminobutyric acid receptor subunit rho-3 (GABA(A) receptor subunit rho-3) (GABAAR subunit rho-3) (GABA(C) receptor),GABRR3,Homo sapiens (Human),467,"TRANSMEM 267..287; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 300..320; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 332..352; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 447..467; /note=""Helical""; /evidence=""ECO:0000255""",,chloride channel complex [GO:0034707]; GABA-A receptor complex [GO:1902711]; GABA-ergic synapse [GO:0098982]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211],chemical synaptic transmission [GO:0007268]; chloride transmembrane transport [GO:1902476]; gamma-aminobutyric acid signaling pathway [GO:0007214],GABA-A receptor activity [GO:0004890]; GABA-gated chloride ion channel activity [GO:0022851],chloride channel complex [GO:0034707]; GABA-A receptor complex [GO:1902711]; GABA-ergic synapse [GO:0098982]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; GABA-A receptor activity [GO:0004890]; GABA-gated chloride ion channel activity [GO:0022851]; chemical synaptic transmission [GO:0007268]; chloride transmembrane transport [GO:1902476]; gamma-aminobutyric acid signaling pathway [GO:0007214],GO:0004890; GO:0005886; GO:0007214; GO:0007268; GO:0022851; GO:0034707; GO:0045211; GO:0098982; GO:1902476; GO:1902711,SUBCELLULAR LOCATION: Postsynaptic cell membrane; Multi-pass membrane protein {ECO:0000255}. Cell membrane; Multi-pass membrane protein {ECO:0000255}.,OTHER,0.632164,0.367827,,False,0,95.0,4,False,False,transporter complex; receptor complex; cell junction; cell periphery
B0YJ81,HACD1_HUMAN,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 1 (EC 4.2.1.134) (3-hydroxyacyl-CoA dehydratase 1) (HACD1) (Cementum-attachment protein) (CAP) (Protein-tyrosine phosphatase-like member A),HACD1 PTPLA,Homo sapiens (Human),288,"TRANSMEM 76..95; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 115..131; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 142..159; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 166..180; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 204..221; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 252..269; /note=""Helical""; /evidence=""ECO:0000255""",,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020],cementum mineralization [GO:0071529]; fatty acid elongation [GO:0030497]; long-chain fatty-acyl-CoA biosynthetic process [GO:0035338]; positive regulation of cell-substrate adhesion [GO:0010811]; protein-containing complex assembly [GO:0065003]; sphingolipid biosynthetic process [GO:0030148]; very long-chain fatty acid biosynthetic process [GO:0042761],3-hydroxyacyl-CoA dehydratase activity [GO:0018812]; enzyme binding [GO:0019899]; hydroxyapatite binding [GO:0046848]; very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase activity [GO:0102158],endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; 3-hydroxyacyl-CoA dehydratase activity [GO:0018812]; enzyme binding [GO:0019899]; hydroxyapatite binding [GO:0046848]; very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase activity [GO:0102158]; cementum mineralization [GO:0071529]; fatty acid elongation [GO:0030497]; long-chain fatty-acyl-CoA biosynthetic process [GO:0035338]; positive regulation of cell-substrate adhesion [GO:0010811]; protein-containing complex assembly [GO:0065003]; sphingolipid biosynthetic process [GO:0030148]; very long-chain fatty acid biosynthetic process [GO:0042761],GO:0005783; GO:0005789; GO:0010811; GO:0016020; GO:0018812; GO:0019899; GO:0030148; GO:0030497; GO:0035338; GO:0042761; GO:0046848; GO:0065003; GO:0071529; GO:0102158,SUBCELLULAR LOCATION: [Isoform 1]: Endoplasmic reticulum membrane {ECO:0000269|PubMed:18554506}; Multi-pass membrane protein {ECO:0000269|PubMed:18554506}.,OTHER,1.0,3e-06,,True,19,31.0,6,False,False,endomembrane system; membrane
B2RUZ4,SMIM1_HUMAN,Small integral membrane protein 1 (Vel blood group antigen),SMIM1,Homo sapiens (Human),78,"TRANSMEM 47..67; /note=""Helical; Signal-anchor for type II membrane protein""; /evidence=""ECO:0000255""",,cell surface [GO:0009986]; plasma membrane [GO:0005886],,protein homodimerization activity [GO:0042803],cell surface [GO:0009986]; plasma membrane [GO:0005886]; protein homodimerization activity [GO:0042803],GO:0005886; GO:0009986; GO:0042803,SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:26452714}; Single-pass type II membrane protein {ECO:0000269|PubMed:26452714}.,OTHER,0.999891,0.000125,,True,11,,1,False,False,cell surface; cell periphery
B6A8C7,TARM1_HUMAN,"T-cell-interacting, activating receptor on myeloid cells protein 1 (OSCAR-like transcript-2 protein) (OLT-2)",TARM1,Homo sapiens (Human),271,"TRANSMEM 237..257; /note=""Helical""; /evidence=""ECO:0000255""",,plasma membrane [GO:0005886]; specific granule membrane [GO:0035579]; tertiary granule membrane [GO:0070821],"adaptive immune response [GO:0002250]; immune response-regulating signaling pathway [GO:0002764]; innate immune response [GO:0045087]; negative regulation of CD4-positive, alpha-beta T cell activation [GO:2000515]",immunoglobulin receptor binding [GO:0034987],"plasma membrane [GO:0005886]; specific granule membrane [GO:0035579]; tertiary granule membrane [GO:0070821]; immunoglobulin receptor binding [GO:0034987]; adaptive immune response [GO:0002250]; immune response-regulating signaling pathway [GO:0002764]; innate immune response [GO:0045087]; negative regulation of CD4-positive, alpha-beta T cell activation [GO:2000515]",GO:0002250; GO:0002764; GO:0005886; GO:0034987; GO:0035579; GO:0045087; GO:0070821; GO:2000515,SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:26311901}; Single-pass type I membrane protein {ECO:0000305}.,SP,0.000349,0.999621,CS pos: 16-17. Pr: 0.9500,False,14,,1,False,False,cell periphery; secretory vesicle
B7ZAQ6,GPHRA_HUMAN,Golgi pH regulator A (Protein GPR89A) (Putative MAPK-activating protein PM01) (Putative NF-kappa-B-activating protein 90),GPR89A GPHRA GPR89 SH120 CGI-13 UNQ192/PRO218,Homo sapiens (Human),455,"TRANSMEM 5..25; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 46..66; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 79..99; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 114..134; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 150..170; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 290..310; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 343..363; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 378..398; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 425..445; /note=""Helical""; /evidence=""ECO:0000255""",,Golgi cisterna membrane [GO:0032580]; Golgi membrane [GO:0000139]; Golgi-associated vesicle membrane [GO:0030660]; monoatomic ion channel complex [GO:0034702],intracellular pH reduction [GO:0051452]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; protein transport [GO:0015031]; T cell differentiation [GO:0030217],voltage-gated monoatomic anion channel activity [GO:0008308],Golgi cisterna membrane [GO:0032580]; Golgi membrane [GO:0000139]; Golgi-associated vesicle membrane [GO:0030660]; monoatomic ion channel complex [GO:0034702]; voltage-gated monoatomic anion channel activity [GO:0008308]; intracellular pH reduction [GO:0051452]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; protein transport [GO:0015031]; T cell differentiation [GO:0030217],GO:0000139; GO:0008308; GO:0015031; GO:0030217; GO:0030660; GO:0032580; GO:0034702; GO:0043123; GO:0051452,SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:18794847}; Multi-pass membrane protein {ECO:0000255}.,OTHER,0.999999,0.0,,True,10,27.0,9,False,False,Golgi apparatus; Golgi-associated vesicle; transporter complex
E0CX11,STMP1_HUMAN,Short transmembrane mitochondrial protein 1,STMP1 C7orf73,Homo sapiens (Human),47,"TRANSMEM 7..23; /note=""Helical""; /evidence=""ECO:0000255""",,mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; respiratory chain complex [GO:0098803],innate immune response [GO:0045087]; mitochondrial cytochrome c oxidase assembly [GO:0033617]; mitochondrial respirasome assembly [GO:0097250]; mitochondrial respiratory chain complex III assembly [GO:0034551]; positive regulation of interleukin-1 beta production [GO:0032731]; positive regulation of NLRP3 inflammasome complex assembly [GO:1900227],,mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; respiratory chain complex [GO:0098803]; innate immune response [GO:0045087]; mitochondrial cytochrome c oxidase assembly [GO:0033617]; mitochondrial respirasome assembly [GO:0097250]; mitochondrial respiratory chain complex III assembly [GO:0034551]; positive regulation of interleukin-1 beta production [GO:0032731]; positive regulation of NLRP3 inflammasome complex assembly [GO:1900227],GO:0005739; GO:0005741; GO:0005743; GO:0005758; GO:0032731; GO:0033617; GO:0034551; GO:0045087; GO:0097250; GO:0098803; GO:1900227,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:35450818}; Single-pass membrane protein {ECO:0000255}. Mitochondrion outer membrane {ECO:0000250|UniProtKB:P0DP99}; Single-pass membrane protein {ECO:0000255}. Mitochondrion intermembrane space {ECO:0000250|UniProtKB:P0DP99}.,OTHER,0.97293,0.02708,,True,24,,1,True,False,mitochondrion; nuclear envelope; outer membrane; respiratory chain complex
H0YL14,TM250_HUMAN,Transmembrane protein 250 (Herpes virus UL25-binding protein),TMEM250 C9orf69,Homo sapiens (Human),139,"TRANSMEM 56..76; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 116..136; /note=""Helical""; /evidence=""ECO:0000255""",,cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],positive regulation of cell population proliferation [GO:0008284]; positive regulation of viral process [GO:0048524],,cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of viral process [GO:0048524],GO:0005634; GO:0005654; GO:0005737; GO:0008284; GO:0016020; GO:0048524,"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}. Nucleus {ECO:0000269|PubMed:21667337}. Cytoplasm {ECO:0000269|PubMed:21667337}. Note=Upon HHV-1 infection, accumulates arround the nuclear membrane and translocates into the nucleus.",OTHER,0.999878,0.000137,,True,3,40.0,2,False,False,cytoplasm; membrane; nucleus
H3BV60,TGR3L_HUMAN,Transforming growth factor-beta receptor type 3-like protein (TGF-beta receptor type-3-like protein) (TGFR-3L) (Transforming growth factor-beta receptor type III-like protein) (TGF-beta receptor type III-like protein),TGFBR3L,Homo sapiens (Human),292,"TRANSMEM 245..265; /note=""Helical""; /evidence=""ECO:0000255""",,plasma membrane [GO:0005886],cell migration [GO:0016477]; epithelial to mesenchymal transition [GO:0001837]; regulation of transforming growth factor beta receptor signaling pathway [GO:0017015]; transforming growth factor beta receptor signaling pathway [GO:0007179],glycosaminoglycan binding [GO:0005539]; transforming growth factor beta receptor activity [GO:0005024]; type II transforming growth factor beta receptor binding [GO:0005114],plasma membrane [GO:0005886]; glycosaminoglycan binding [GO:0005539]; transforming growth factor beta receptor activity [GO:0005024]; type II transforming growth factor beta receptor binding [GO:0005114]; cell migration [GO:0016477]; epithelial to mesenchymal transition [GO:0001837]; regulation of transforming growth factor beta receptor signaling pathway [GO:0017015]; transforming growth factor beta receptor signaling pathway [GO:0007179],GO:0001837; GO:0005024; GO:0005114; GO:0005539; GO:0005886; GO:0007179; GO:0016477; GO:0017015,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:33396509, ECO:0000269|PubMed:34910520}; Single-pass membrane protein {ECO:0000255}.",SP,0.000233,0.999758,CS pos: 16-17. Pr: 0.9760,False,27,,1,False,False,cell periphery
O00198,HRK_HUMAN,Activator of apoptosis harakiri (BH3-interacting domain-containing protein 3) (Neuronal death protein DP5),HRK BID3,Homo sapiens (Human),91,"TRANSMEM 69..87; /note=""Helical""; /evidence=""ECO:0000255""",,membrane [GO:0016020]; mitochondrion [GO:0005739],apoptotic process [GO:0006915]; cellular response to potassium ion starvation [GO:0051365]; positive regulation of apoptotic process [GO:0043065]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of protein-containing complex assembly [GO:0031334]; positive regulation of release of cytochrome c from mitochondria [GO:0090200],,membrane [GO:0016020]; mitochondrion [GO:0005739]; apoptotic process [GO:0006915]; cellular response to potassium ion starvation [GO:0051365]; positive regulation of apoptotic process [GO:0043065]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of protein-containing complex assembly [GO:0031334]; positive regulation of release of cytochrome c from mitochondria [GO:0090200],GO:0005739; GO:0006915; GO:0016020; GO:0031334; GO:0043065; GO:0043525; GO:0051365; GO:0090200,SUBCELLULAR LOCATION: Membrane; Single-pass membrane protein. Mitochondrion.,OTHER,1.0,0.0,,True,4,,1,False,False,membrane; mitochondrion
O00219,HYAS3_HUMAN,Hyaluronan synthase 3 (EC 2.4.1.212) (Hyaluronate synthase 3) (Hyaluronic acid synthase 3) (HA synthase 3),HAS3,Homo sapiens (Human),553,"TRANSMEM 16..36; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 45..65; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 378..398; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 409..429; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 441..461; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 474..494; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 516..536; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",,early endosome [GO:0005769]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; hyaluranon cable [GO:0036117]; membrane [GO:0016020]; nucleus [GO:0005634]; plasma membrane [GO:0005886],carbohydrate metabolic process [GO:0005975]; extracellular matrix assembly [GO:0085029]; hyaluronan biosynthetic process [GO:0030213]; polysaccharide biosynthetic process [GO:0000271]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of hyaluranon cable assembly [GO:1900106],hyaluronan synthase activity [GO:0050501]; identical protein binding [GO:0042802],early endosome [GO:0005769]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; hyaluranon cable [GO:0036117]; membrane [GO:0016020]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; hyaluronan synthase activity [GO:0050501]; identical protein binding [GO:0042802]; carbohydrate metabolic process [GO:0005975]; extracellular matrix assembly [GO:0085029]; hyaluronan biosynthetic process [GO:0030213]; polysaccharide biosynthetic process [GO:0000271]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of hyaluranon cable assembly [GO:1900106],GO:0000139; GO:0000271; GO:0005634; GO:0005769; GO:0005794; GO:0005886; GO:0005975; GO:0016020; GO:0030213; GO:0036117; GO:0042802; GO:0045893; GO:0050501; GO:0085029; GO:1900106,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:25795779, ECO:0000269|PubMed:26883802, ECO:0000269|PubMed:30394292}; Multi-pass membrane protein {ECO:0000255}. Golgi apparatus membrane {ECO:0000269|PubMed:25795779}; Multi-pass membrane protein. Golgi apparatus, trans-Golgi network membrane {ECO:0000250|UniProtKB:O08650}; Multi-pass membrane protein {ECO:0000255}. Early endosome {ECO:0000269|PubMed:26883802}. Note=Travels from endoplasmic reticulum (ER), Golgi to plasma membrane (PubMed:26883802). Actives only when present in plasma membrane (By similarity). O-GlcNAcylation controls its membrane localization (PubMed:26883802). A rapid recycling of HAS3 between plasma membrane and endosomes is controlled by the cytosolic levels of UDP-GlcUA and UDP-GlcNAc (PubMed:26883802). {ECO:0000250|UniProtKB:O08650, ECO:0000269|PubMed:26883802}.",OTHER,1.0,1e-06,,True,17,22.0,7,False,False,endosome; Golgi apparatus; hyaluranon cable; membrane; nucleus; cell periphery
