Entry,Entry.Name,Protein.names,Gene.Names,Organism,Length,Transmembrane,Intramembrane,Gene.Ontology..cellular.component.,Gene.Ontology..biological.process.,Gene.Ontology..molecular.function.,Gene.Ontology..GO.,Gene.Ontology.IDs,Subcellular.location..CC.,Prediction,OTHER,SP.Sec.SPI.,CS.Position,N_term_md,cterm_distance,penultimate_distance,membrane_domain_count,in_biogrid,in_massspec,Reduced.CC.Terms,disprot_id,disprot_disorder_content,disprot_disorder_regions,aiupred_mean_score,aiupred_disordered_fraction,mobidb_lite_disordered_fraction
O60499,STX10_HUMAN,Syntaxin-10 (Syn10),STX10 SYN10,Homo sapiens (Human),249,"TRANSMEM 229..249; /note=""Helical; Anchor for type IV membrane protein""; /evidence=""ECO:0000255""",,cytosol [GO:0005829]; endomembrane system [GO:0012505]; Golgi membrane [GO:0000139]; perinuclear region of cytoplasm [GO:0048471]; SNARE complex [GO:0031201]; synaptic vesicle membrane [GO:0030672]; trans-Golgi network [GO:0005802]; trans-Golgi network membrane [GO:0032588]; vesicle [GO:0031982],"Golgi vesicle transport [GO:0048193]; intracellular protein transport [GO:0006886]; regulation of protein localization [GO:0032880]; retrograde transport, endosome to Golgi [GO:0042147]; vesicle docking [GO:0048278]; vesicle fusion [GO:0006906]",SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]; syntaxin binding [GO:0019905],"cytosol [GO:0005829]; endomembrane system [GO:0012505]; Golgi membrane [GO:0000139]; perinuclear region of cytoplasm [GO:0048471]; SNARE complex [GO:0031201]; synaptic vesicle membrane [GO:0030672]; trans-Golgi network [GO:0005802]; trans-Golgi network membrane [GO:0032588]; vesicle [GO:0031982]; SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]; syntaxin binding [GO:0019905]; Golgi vesicle transport [GO:0048193]; intracellular protein transport [GO:0006886]; regulation of protein localization [GO:0032880]; retrograde transport, endosome to Golgi [GO:0042147]; vesicle docking [GO:0048278]; vesicle fusion [GO:0006906]",GO:0000139; GO:0000149; GO:0005484; GO:0005802; GO:0005829; GO:0006886; GO:0006906; GO:0012505; GO:0019905; GO:0030672; GO:0031201; GO:0031982; GO:0032588; GO:0032880; GO:0042147; GO:0048193; GO:0048278; GO:0048471,SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}.,OTHER,1.0,0.0,,False,0,,1,False,True,cytosol; endomembrane system; Golgi apparatus; perinuclear region of cytoplasm; membrane protein complex; vesicle,,,,0.444,0.5141,0.0
O60894,RAMP1_HUMAN,Receptor activity-modifying protein 1 (Calcitonin-receptor-like receptor activity-modifying protein 1) (CRLR activity-modifying protein 1),RAMP1,Homo sapiens (Human),148,"TRANSMEM 119..140; /note=""Helical""; /evidence=""ECO:0000269|PubMed:33602864, ECO:0007744|PDB:7KNU""",,cell surface [GO:0009986]; CGRP receptor complex [GO:1990406]; plasma membrane [GO:0005886]; receptor complex [GO:0043235],adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; amylin receptor 1 signaling pathway [GO:0150059]; amylin receptor signaling pathway [GO:0097647]; angiogenesis [GO:0001525]; calcitonin gene-related peptide receptor signaling pathway [GO:1990408]; calcium ion transport [GO:0006816]; cellular response to hormone stimulus [GO:0032870]; G protein-coupled receptor signaling pathway [GO:0007186]; intracellular protein transport [GO:0006886]; positive regulation of protein glycosylation [GO:0060050]; protein localization to plasma membrane [GO:0072659]; protein transport [GO:0015031]; receptor internalization [GO:0031623]; regulation of G protein-coupled receptor signaling pathway [GO:0008277],amylin receptor activity [GO:0097643]; calcitonin gene-related peptide binding [GO:1990407]; calcitonin gene-related peptide receptor activity [GO:0001635]; coreceptor activity [GO:0015026],cell surface [GO:0009986]; CGRP receptor complex [GO:1990406]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; amylin receptor activity [GO:0097643]; calcitonin gene-related peptide binding [GO:1990407]; calcitonin gene-related peptide receptor activity [GO:0001635]; coreceptor activity [GO:0015026]; adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; amylin receptor 1 signaling pathway [GO:0150059]; amylin receptor signaling pathway [GO:0097647]; angiogenesis [GO:0001525]; calcitonin gene-related peptide receptor signaling pathway [GO:1990408]; calcium ion transport [GO:0006816]; cellular response to hormone stimulus [GO:0032870]; G protein-coupled receptor signaling pathway [GO:0007186]; intracellular protein transport [GO:0006886]; positive regulation of protein glycosylation [GO:0060050]; protein localization to plasma membrane [GO:0072659]; protein transport [GO:0015031]; receptor internalization [GO:0031623]; regulation of G protein-coupled receptor signaling pathway [GO:0008277],GO:0001525; GO:0001635; GO:0005886; GO:0006816; GO:0006886; GO:0007186; GO:0007189; GO:0008277; GO:0009986; GO:0015026; GO:0015031; GO:0031623; GO:0032870; GO:0043235; GO:0060050; GO:0072659; GO:0097643; GO:0097647; GO:0150059; GO:1990406; GO:1990407; GO:1990408,SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:33602864}; Single-pass type I membrane protein {ECO:0000269|PubMed:33602864}.,SP,0.139502,0.860493,CS pos: 27-28. Pr: 0.7414,False,8,,1,False,False,cell surface; receptor complex; cell periphery,,,,0.1643,0.0,0.0
O60895,RAMP2_HUMAN,Receptor activity-modifying protein 2 (Calcitonin-receptor-like receptor activity-modifying protein 2) (CRLR activity-modifying protein 2),RAMP2,Homo sapiens (Human),175,"TRANSMEM 144..165; /note=""Helical""; /evidence=""ECO:0000269|PubMed:32296767, ECO:0007744|PDB:6UUN""",,adrenomedullin receptor complex [GO:1903143]; cell surface [GO:0009986]; clathrin-coated pit [GO:0005905]; cytoplasm [GO:0005737]; lysosome [GO:0005764]; plasma membrane [GO:0005886]; receptor complex [GO:0043235],adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; adherens junction assembly [GO:0034333]; adrenomedullin receptor signaling pathway [GO:1990410]; amylin receptor 2 signaling pathway [GO:0150060]; angiogenesis [GO:0001525]; basement membrane assembly [GO:0070831]; bicellular tight junction assembly [GO:0070830]; calcium ion transport [GO:0006816]; cellular response to hormone stimulus [GO:0032870]; cellular response to vascular endothelial growth factor stimulus [GO:0035924]; G protein-coupled receptor signaling pathway [GO:0007186]; heart development [GO:0007507]; intracellular protein transport [GO:0006886]; negative regulation of endothelial cell apoptotic process [GO:2000352]; negative regulation of vascular permeability [GO:0043116]; positive regulation of angiogenesis [GO:0045766]; positive regulation of gene expression [GO:0010628]; positive regulation of vasculogenesis [GO:2001214]; protein localization to plasma membrane [GO:0072659]; protein transport [GO:0015031]; receptor internalization [GO:0031623]; regulation of blood pressure [GO:0008217]; regulation of G protein-coupled receptor signaling pathway [GO:0008277]; sprouting angiogenesis [GO:0002040]; vascular associated smooth muscle cell development [GO:0097084]; vasculogenesis [GO:0001570],adrenomedullin binding [GO:1990409]; adrenomedullin receptor activity [GO:0001605]; coreceptor activity [GO:0015026],adrenomedullin receptor complex [GO:1903143]; cell surface [GO:0009986]; clathrin-coated pit [GO:0005905]; cytoplasm [GO:0005737]; lysosome [GO:0005764]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; adrenomedullin binding [GO:1990409]; adrenomedullin receptor activity [GO:0001605]; coreceptor activity [GO:0015026]; adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; adherens junction assembly [GO:0034333]; adrenomedullin receptor signaling pathway [GO:1990410]; amylin receptor 2 signaling pathway [GO:0150060]; angiogenesis [GO:0001525]; basement membrane assembly [GO:0070831]; bicellular tight junction assembly [GO:0070830]; calcium ion transport [GO:0006816]; cellular response to hormone stimulus [GO:0032870]; cellular response to vascular endothelial growth factor stimulus [GO:0035924]; G protein-coupled receptor signaling pathway [GO:0007186]; heart development [GO:0007507]; intracellular protein transport [GO:0006886]; negative regulation of endothelial cell apoptotic process [GO:2000352]; negative regulation of vascular permeability [GO:0043116]; positive regulation of angiogenesis [GO:0045766]; positive regulation of gene expression [GO:0010628]; positive regulation of vasculogenesis [GO:2001214]; protein localization to plasma membrane [GO:0072659]; protein transport [GO:0015031]; receptor internalization [GO:0031623]; regulation of blood pressure [GO:0008217]; regulation of G protein-coupled receptor signaling pathway [GO:0008277]; sprouting angiogenesis [GO:0002040]; vascular associated smooth muscle cell development [GO:0097084]; vasculogenesis [GO:0001570],GO:0001525; GO:0001570; GO:0001605; GO:0002040; GO:0005737; GO:0005764; GO:0005886; GO:0005905; GO:0006816; GO:0006886; GO:0007186; GO:0007189; GO:0007507; GO:0008217; GO:0008277; GO:0009986; GO:0010628; GO:0015026; GO:0015031; GO:0031623; GO:0032870; GO:0034333; GO:0035924; GO:0043116; GO:0043235; GO:0045766; GO:0070830; GO:0070831; GO:0072659; GO:0097084; GO:0150060; GO:1903143; GO:1990409; GO:1990410; GO:2000352; GO:2001214,SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:32296767}; Single-pass type I membrane protein {ECO:0000269|PubMed:32296767}.,SP,0.000519,0.999444,CS pos: 42-43. Pr: 0.9538,False,10,,1,False,False,receptor complex; cell surface; clathrin-coated pit; cytoplasm; vacuole; cell periphery,,,,0.2875,0.0971,0.0
O60896,RAMP3_HUMAN,Receptor activity-modifying protein 3 (Calcitonin-receptor-like receptor activity-modifying protein 3) (CRLR activity-modifying protein 3),RAMP3,Homo sapiens (Human),148,"TRANSMEM 114..138; /note=""Helical""; /evidence=""ECO:0000269|PubMed:32296767, ECO:0007744|PDB:6UVA""",,adrenomedullin receptor complex [GO:1903143]; amylin receptor complex 3 [GO:0150058]; cell surface [GO:0009986]; lysosome [GO:0005764]; plasma membrane [GO:0005886]; receptor complex [GO:0043235],adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; adrenomedullin receptor signaling pathway [GO:1990410]; amylin receptor 3 signaling pathway [GO:0150061]; amylin receptor signaling pathway [GO:0097647]; calcium ion transport [GO:0006816]; cellular response to estradiol stimulus [GO:0071392]; cellular response to hormone stimulus [GO:0032870]; cross-receptor inhibition within G protein-coupled receptor heterodimer [GO:0038041]; G protein-coupled receptor signaling pathway [GO:0007186]; G protein-coupled receptor signaling pathway involved in heart process [GO:0086103]; intracellular protein transport [GO:0006886]; positive regulation of calcium-mediated signaling [GO:0050850]; positive regulation of cAMP/PKA signal transduction [GO:0141163]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of gene expression [GO:0010628]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of protein localization to plasma membrane [GO:1903078]; positive regulation of receptor recycling [GO:0001921]; protein localization to plasma membrane [GO:0072659]; protein transport [GO:0015031]; receptor internalization [GO:0031623]; response to amyloid-beta [GO:1904645],adrenomedullin receptor activity [GO:0001605]; amylin receptor activity [GO:0097643]; amyloid-beta binding [GO:0001540]; coreceptor activity [GO:0015026],adrenomedullin receptor complex [GO:1903143]; amylin receptor complex 3 [GO:0150058]; cell surface [GO:0009986]; lysosome [GO:0005764]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; adrenomedullin receptor activity [GO:0001605]; amylin receptor activity [GO:0097643]; amyloid-beta binding [GO:0001540]; coreceptor activity [GO:0015026]; adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; adrenomedullin receptor signaling pathway [GO:1990410]; amylin receptor 3 signaling pathway [GO:0150061]; amylin receptor signaling pathway [GO:0097647]; calcium ion transport [GO:0006816]; cellular response to estradiol stimulus [GO:0071392]; cellular response to hormone stimulus [GO:0032870]; cross-receptor inhibition within G protein-coupled receptor heterodimer [GO:0038041]; G protein-coupled receptor signaling pathway [GO:0007186]; G protein-coupled receptor signaling pathway involved in heart process [GO:0086103]; intracellular protein transport [GO:0006886]; positive regulation of calcium-mediated signaling [GO:0050850]; positive regulation of cAMP/PKA signal transduction [GO:0141163]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of gene expression [GO:0010628]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of protein localization to plasma membrane [GO:1903078]; positive regulation of receptor recycling [GO:0001921]; protein localization to plasma membrane [GO:0072659]; protein transport [GO:0015031]; receptor internalization [GO:0031623]; response to amyloid-beta [GO:1904645],GO:0001540; GO:0001605; GO:0001921; GO:0005764; GO:0005886; GO:0006816; GO:0006886; GO:0007186; GO:0007189; GO:0009986; GO:0010628; GO:0015026; GO:0015031; GO:0031623; GO:0032870; GO:0038041; GO:0043235; GO:0050850; GO:0051897; GO:0070374; GO:0071392; GO:0072659; GO:0086103; GO:0097643; GO:0097647; GO:0141163; GO:0150058; GO:0150061; GO:1903078; GO:1903143; GO:1904645; GO:1990410,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:23674134, ECO:0000269|PubMed:32296767}; Single-pass type I membrane protein {ECO:0000269|PubMed:23674134, ECO:0000269|PubMed:32296767}. Membrane {ECO:0000269|PubMed:23674134}; Single-pass type I membrane protein {ECO:0000269|PubMed:23674134}. Note=Moves from intracellular puncta to the plasma membrane in a RAMP3-dependent manner.",SP,0.000306,0.999698,CS pos: 27-28. Pr: 0.9066,False,10,,1,False,False,receptor complex; cell surface; vacuole; cell periphery,,,,0.1617,0.0,0.0
O75019,LIRA1_HUMAN,Leukocyte immunoglobulin-like receptor subfamily A member 1 (CD85 antigen-like family member I) (Leukocyte immunoglobulin-like receptor 6) (LIR-6) (CD antigen CD85i),LILRA1 LIR6,Homo sapiens (Human),489,"TRANSMEM 462..482; /note=""Helical""; /evidence=""ECO:0000255""",,plasma membrane [GO:0005886],adaptive immune response [GO:0002250]; cell surface receptor signaling pathway [GO:0007166]; defense response [GO:0006952]; immune response-regulating signaling pathway [GO:0002764]; interleukin-10-mediated signaling pathway [GO:0140105],antigen binding [GO:0003823]; inhibitory MHC class I receptor activity [GO:0032396]; transmembrane signaling receptor activity [GO:0004888],plasma membrane [GO:0005886]; antigen binding [GO:0003823]; inhibitory MHC class I receptor activity [GO:0032396]; transmembrane signaling receptor activity [GO:0004888]; adaptive immune response [GO:0002250]; cell surface receptor signaling pathway [GO:0007166]; defense response [GO:0006952]; immune response-regulating signaling pathway [GO:0002764]; interleukin-10-mediated signaling pathway [GO:0140105],GO:0002250; GO:0002764; GO:0003823; GO:0004888; GO:0005886; GO:0006952; GO:0007166; GO:0032396; GO:0140105,SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.,SP,0.000196,0.999781,CS pos: 23-24. Pr: 0.9517,False,7,,1,False,False,cell periphery,,,,0.2635,0.1697,0.0593
O75379,VAMP4_HUMAN,Vesicle-associated membrane protein 4 (VAMP-4),VAMP4,Homo sapiens (Human),141,"TRANSMEM 116..136; /note=""Helical; Anchor for type IV membrane protein""; /evidence=""ECO:0000255""",,cell surface [GO:0009986]; clathrin-coated endocytic vesicle membrane [GO:0030669]; endosome [GO:0005768]; glutamatergic synapse [GO:0098978]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; lysosome [GO:0005764]; phagocytic vesicle [GO:0045335]; plasma membrane [GO:0005886]; presynaptic endosome membrane [GO:0098954]; SNARE complex [GO:0031201]; trans-Golgi network [GO:0005802]; trans-Golgi network membrane [GO:0032588]; transport vesicle [GO:0030133],"cellular response to type II interferon [GO:0071346]; endocytic recycling [GO:0032456]; Golgi ribbon formation [GO:0090161]; Golgi to plasma membrane protein transport [GO:0043001]; neurotransmitter receptor transport, endosome to postsynaptic membrane [GO:0098887]; regulation of Golgi to plasma membrane protein transport [GO:0042996]; regulation of synaptic vesicle endocytosis [GO:1900242]; SNARE complex assembly [GO:0035493]; synaptic vesicle to endosome fusion [GO:0016189]; vesicle-mediated transport in synapse [GO:0099003]",,"cell surface [GO:0009986]; clathrin-coated endocytic vesicle membrane [GO:0030669]; endosome [GO:0005768]; glutamatergic synapse [GO:0098978]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; lysosome [GO:0005764]; phagocytic vesicle [GO:0045335]; plasma membrane [GO:0005886]; presynaptic endosome membrane [GO:0098954]; SNARE complex [GO:0031201]; trans-Golgi network [GO:0005802]; trans-Golgi network membrane [GO:0032588]; transport vesicle [GO:0030133]; cellular response to type II interferon [GO:0071346]; endocytic recycling [GO:0032456]; Golgi ribbon formation [GO:0090161]; Golgi to plasma membrane protein transport [GO:0043001]; neurotransmitter receptor transport, endosome to postsynaptic membrane [GO:0098887]; regulation of Golgi to plasma membrane protein transport [GO:0042996]; regulation of synaptic vesicle endocytosis [GO:1900242]; SNARE complex assembly [GO:0035493]; synaptic vesicle to endosome fusion [GO:0016189]; vesicle-mediated transport in synapse [GO:0099003]",GO:0000139; GO:0005764; GO:0005768; GO:0005794; GO:0005802; GO:0005886; GO:0009986; GO:0016189; GO:0030133; GO:0030669; GO:0031201; GO:0032456; GO:0032588; GO:0035493; GO:0042996; GO:0043001; GO:0045335; GO:0071346; GO:0090161; GO:0098887; GO:0098954; GO:0098978; GO:0099003; GO:1900242,"SUBCELLULAR LOCATION: Golgi apparatus, trans-Golgi network membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}. Note=Associated with trans Golgi network (TGN) and newly formed immature secretory granules (ISG). Not found on the mature secretory organelles.",OTHER,1.0,0.0,,False,5,,1,False,False,cell surface; coated vesicle; endosome; cell junction; Golgi apparatus; vacuole; vesicle; cell periphery; presynapse; membrane protein complex,,,,0.8137,0.9645,0.3617
O75396,SC22B_HUMAN,Vesicle-trafficking protein SEC22b (ER-Golgi SNARE of 24 kDa) (ERS-24) (ERS24) (SEC22 vesicle-trafficking protein homolog B) (SEC22 vesicle-trafficking protein-like 1),SEC22B SEC22L1,Homo sapiens (Human),215,"TRANSMEM 195..215; /note=""Helical; Anchor for type IV membrane protein""; /evidence=""ECO:0000255""",,endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi membrane [GO:0000139]; melanosome [GO:0042470]; phagocytic vesicle membrane [GO:0030670]; transport vesicle [GO:0030133],"endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; negative regulation of autophagosome assembly [GO:1902902]; positive regulation of protein catabolic process [GO:0045732]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]",SNAP receptor activity [GO:0005484],"endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi membrane [GO:0000139]; melanosome [GO:0042470]; phagocytic vesicle membrane [GO:0030670]; transport vesicle [GO:0030133]; SNAP receptor activity [GO:0005484]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; negative regulation of autophagosome assembly [GO:1902902]; positive regulation of protein catabolic process [GO:0045732]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]",GO:0000139; GO:0005484; GO:0005789; GO:0005793; GO:0006888; GO:0006890; GO:0012507; GO:0015031; GO:0030133; GO:0030670; GO:0033116; GO:0042470; GO:0045732; GO:1902902,"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q4KM74}; Single-pass type IV membrane protein {ECO:0000250|UniProtKB:Q4KM74}. Endoplasmic reticulum-Golgi intermediate compartment membrane {ECO:0000250|UniProtKB:Q4KM74}. Golgi apparatus, cis-Golgi network membrane {ECO:0000250|UniProtKB:Q4KM74}. Golgi apparatus, trans-Golgi network membrane {ECO:0000250|UniProtKB:Q4KM74}. Melanosome {ECO:0000269|PubMed:17081065}. Note=Concentrated most in the intermediate compartment/cis-Golgi network and the cis-Golgi cisternae 1 and 2. Greatly reduced in concentration at the trans end of the Golgi apparatus (By similarity). Identified by mass spectrometry in melanosome fractions from stage I to stage IV (PubMed:17081065). {ECO:0000250|UniProtKB:Q4KM74, ECO:0000269|PubMed:17081065}.",OTHER,0.568821,0.431179,,False,0,,1,False,True,endomembrane system; endoplasmic reticulum-Golgi intermediate compartment; coated vesicle; Golgi apparatus; vesicle,,,,0.3695,0.3023,0.0
O75427,LRCH4_HUMAN,Leucine-rich repeat and calponin homology domain-containing protein 4 (Leucine-rich repeat neuronal protein 4) (Leucine-rich neuronal protein),LRCH4 LRN LRRN1 LRRN4,Homo sapiens (Human),683,"TRANSMEM 653..673; /note=""Helical""; /evidence=""ECO:0000255""",,plasma membrane [GO:0005886]; PML body [GO:0016605],membrane raft assembly [GO:0001765]; nervous system development [GO:0007399]; positive regulation of toll-like receptor signaling pathway [GO:0034123],,plasma membrane [GO:0005886]; PML body [GO:0016605]; membrane raft assembly [GO:0001765]; nervous system development [GO:0007399]; positive regulation of toll-like receptor signaling pathway [GO:0034123],GO:0001765; GO:0005886; GO:0007399; GO:0016605; GO:0034123,SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q921G6}; Single-pass membrane protein {ECO:0000255}.,OTHER,1.0,2e-06,,False,10,,1,False,False,cell periphery; nucleus,,,,0.5872,0.5593,0.3821
O75452,RDH16_HUMAN,Retinol dehydrogenase 16 (EC 1.1.1.105) (EC 1.1.1.209) (EC 1.1.1.315) (EC 1.1.1.53) (Human epidermal retinol dehydrogenase) (hRDH-E) (Microsomal NAD(+)-dependent retinol dehydrogenase 4) (RoDH-4) (Short chain dehydrogenase/reductase family 9C member 8) (Sterol/retinol dehydrogenase),RDH16 RODH4 SDR9C8,Homo sapiens (Human),317,"TRANSMEM 289..309; /note=""Helical""; /evidence=""ECO:0000255""",,endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231],lipid metabolic process [GO:0006629]; retinol metabolic process [GO:0042572]; steroid metabolic process [GO:0008202],"11-cis-retinol dehydrogenase [GO:0106429]; all-trans-retinol dehydrogenase (NAD+) activity [GO:0004745]; androstan-3-alpha,17-beta-diol dehydrogenase (NAD+) activity [GO:0047044]; androsterone dehydrogenase [NAD(P)+] activity [GO:0047023]; electron transfer activity [GO:0009055]; identical protein binding [GO:0042802]","endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]; 11-cis-retinol dehydrogenase [GO:0106429]; all-trans-retinol dehydrogenase (NAD+) activity [GO:0004745]; androstan-3-alpha,17-beta-diol dehydrogenase (NAD+) activity [GO:0047044]; androsterone dehydrogenase [NAD(P)+] activity [GO:0047023]; electron transfer activity [GO:0009055]; identical protein binding [GO:0042802]; lipid metabolic process [GO:0006629]; retinol metabolic process [GO:0042572]; steroid metabolic process [GO:0008202]",GO:0004745; GO:0005789; GO:0006629; GO:0008202; GO:0009055; GO:0042572; GO:0042802; GO:0043231; GO:0047023; GO:0047044; GO:0106429,SUBCELLULAR LOCATION: Microsome membrane {ECO:0000269|PubMed:9677409}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:O54909}; Single-pass membrane protein {ECO:0000305}.,OTHER,0.996813,0.003213,,False,8,,1,False,False,endomembrane system; intracellular organelle,,,,0.1728,0.0158,0.0
O94966,UBP19_HUMAN,Ubiquitin carboxyl-terminal hydrolase 19 (EC 3.4.19.12) (Deubiquitinating enzyme 19) (Ubiquitin thioesterase 19) (Ubiquitin-specific-processing protease 19) (Zinc finger MYND domain-containing protein 9),USP19 KIAA0891 ZMYND9,Homo sapiens (Human),1318,"TRANSMEM 1292..1312; /note=""Helical""; /evidence=""ECO:0000255""",,cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789],ERAD pathway [GO:0036503]; negative regulation of skeletal muscle tissue development [GO:0048642]; positive regulation of cell cycle process [GO:0090068]; protein deubiquitination [GO:0016579]; protein stabilization [GO:0050821]; regulation of cellular response to hypoxia [GO:1900037]; regulation of ERAD pathway [GO:1904292]; regulation of protein stability [GO:0031647]; response to endoplasmic reticulum stress [GO:0034976],cysteine-type deubiquitinase activity [GO:0004843]; Hsp90 protein binding [GO:0051879]; zinc ion binding [GO:0008270],cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; cysteine-type deubiquitinase activity [GO:0004843]; Hsp90 protein binding [GO:0051879]; zinc ion binding [GO:0008270]; ERAD pathway [GO:0036503]; negative regulation of skeletal muscle tissue development [GO:0048642]; positive regulation of cell cycle process [GO:0090068]; protein deubiquitination [GO:0016579]; protein stabilization [GO:0050821]; regulation of cellular response to hypoxia [GO:1900037]; regulation of ERAD pathway [GO:1904292]; regulation of protein stability [GO:0031647]; response to endoplasmic reticulum stress [GO:0034976],GO:0004843; GO:0005789; GO:0005829; GO:0008270; GO:0016579; GO:0031647; GO:0034976; GO:0036503; GO:0048642; GO:0050821; GO:0051879; GO:0090068; GO:1900037; GO:1904292,"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:19465887, ECO:0000269|PubMed:33978709}; Single-pass membrane protein {ECO:0000269|PubMed:19465887}. Note=Accumulates in the mitochondria-associated ER membrane (MAM) in response to hypoxia. {ECO:0000269|PubMed:33978709}.",OTHER,1.0,1e-06,,False,6,,1,False,True,cytosol; endomembrane system,,,,0.4612,0.393,0.1844
